Time	zen	dw_solar	G_pers	Ics	G_psm	G_nam
2015-07-05 14:00:00	58.654	379.952	343.688	491.659	429	485.625
2015-07-05 15:00:00	47.871	633.267	509.843	673.128	595	647.314
2015-07-05 16:00:00	37.448	757.468	600.742	823.645	700	786.701
2015-07-05 17:00:00	28.243	876.582	720.962	931.145	855	884.25
2015-07-05 18:00:00	22.185	932.917	664.26	987.478	925	935.947
2015-07-05 19:00:00	22.066	856.695	750.063	988.465	922	930.588
2015-07-05 20:00:00	27.964	840.915	812.565	934.028	864	876.118
2015-07-05 21:00:00	37.103	781.517	683.95	828.187	758	562.488
2015-07-05 22:00:00	47.505	412.658	535.575	678.946	547	620.53
2015-07-05 23:00:00	58.287	407.527	357.99	498.222	431	427.25
2015-07-06 00:00:00	69.002	170.157	224.377	302.607	269	276.125
2015-07-06 01:00:00	79.318	80.412	89.51	119.022	113	100.625
2015-07-06 02:00:00	88.868	2.583	10.247	9.078	0	4.75
2015-07-06 03:00:00	97.76	0	0	0	0	0
2015-07-06 04:00:00	104.975	0	0	0	0	0
2015-07-06 05:00:00	110.236	0	0	0	0	0
2015-07-06 06:00:00	113.056	0	0	0	0	0
2015-07-06 07:00:00	113.116	0	0	0	0	0
2015-07-06 08:00:00	110.405	0	0	0	0	0
2015-07-06 09:00:00	105.237	0	0	0	0	0
2015-07-06 10:00:00	98.094	0	0	0	0	0
2015-07-06 11:00:00	89.266	0.025	0	7.326	0	2
2015-07-06 12:00:00	79.735	8.615	0.868	112.275	4	20.875
2015-07-06 13:00:00	69.447	67.852	20.015	294.328	17	33
2015-07-06 14:00:00	58.745	189.153	379.952	490.051	58	32.625
2015-07-06 15:00:00	47.964	97.173	633.267	671.699	138	94.86
2015-07-06 16:00:00	37.544	364.555	757.468	822.427	300	173.524
2015-07-06 17:00:00	28.345	302.782	876.582	930.137	455	141.486
2015-07-06 18:00:00	22.288	441.733	932.917	986.662	534	87.531
2015-07-06 19:00:00	22.152	762.452	856.695	987.806	832	80.757
2015-07-06 20:00:00	28.022	695.637	840.915	933.479	804	97.189
2015-07-06 21:00:00	37.144	564.787	781.517	827.693	694	155.315
2015-07-06 22:00:00	47.538	514.045	412.658	678.451	577	614.3
2015-07-06 23:00:00	58.317	378.267	407.527	497.673	429	447.25
2015-07-07 00:00:00	69.037	243.333	170.157	301.973	266	290.125
2015-07-07 01:00:00	79.358	95.272	80.412	118.38	109	110.25
2015-07-07 02:00:00	88.927	9.912	2.583	8.866	0	4.75
2015-07-07 03:00:00	97.82	0	0	0	0	0
2015-07-07 04:00:00	105.047	0	0	0	0	0
2015-07-07 05:00:00	110.321	0	0	0	0	0
2015-07-07 06:00:00	113.153	0	0	0	0	0
2015-07-07 07:00:00	113.22	0	0	0	0	0
2015-07-07 08:00:00	110.514	0	0	0	0	0
2015-07-07 09:00:00	105.344	0	0	0	0	0
2015-07-07 10:00:00	98.2	0	0	0	0	0
2015-07-07 11:00:00	89.374	12.003	0.025	6.912	0	2.75
2015-07-07 12:00:00	79.831	112.405	8.615	110.732	127	143.625
2015-07-07 13:00:00	69.542	262.007	67.852	292.567	307	326.875
2015-07-07 14:00:00	58.838	474.667	189.153	488.39	497	516.5
2015-07-07 15:00:00	48.058	645.53	97.173	670.222	671	691.248
2015-07-07 16:00:00	37.643	786.955	364.555	821.161	815	833.115
2015-07-07 17:00:00	28.452	846.713	302.782	929.082	822	936.011
2015-07-07 18:00:00	22.398	945.083	441.733	985.796	972	988.635
2015-07-07 19:00:00	22.245	1018.06	762.452	987.091	971	986.84
2015-07-07 20:00:00	28.087	910.96	695.637	932.866	915	931.022
2015-07-07 21:00:00	37.19	814.138	564.787	827.127	816	824.055
2015-07-07 22:00:00	47.576	651.512	514.045	677.873	672	677.024
2015-07-07 23:00:00	58.356	462.502	378.267	497.031	499	497.25
2015-07-08 00:00:00	69.077	287.075	243.333	301.242	310	277.125
2015-07-08 01:00:00	79.403	101.765	95.272	117.65	126	111.25
2015-07-08 02:00:00	88.978	11.89	9.912	8.632	0	4.625
2015-07-08 03:00:00	97.886	0	0	0	0	0
2015-07-08 04:00:00	105.125	0	0	0	0	0
2015-07-08 05:00:00	110.414	0	0	0	0	0
2015-07-08 06:00:00	113.257	0	0	0	0	0
2015-07-08 07:00:00	113.332	0	0	0	0	0
2015-07-08 08:00:00	110.628	0	0	0	0	0
2015-07-08 09:00:00	105.459	0	0	0	0	0
2015-07-08 10:00:00	98.31	0	0	0	0	0
2015-07-08 11:00:00	89.474	5.628	12.003	6.499	0	1.75
2015-07-08 12:00:00	79.933	109.36	112.405	109.142	121	139.25
2015-07-08 13:00:00	69.641	291.195	262.007	290.751	294	318.375
2015-07-08 14:00:00	58.936	485.745	474.667	486.672	477	503.375
2015-07-08 15:00:00	48.157	633.797	645.53	668.694	647	673.43
2015-07-08 16:00:00	37.746	696.172	786.955	819.848	731	812.057
2015-07-08 17:00:00	28.563	785.582	846.713	927.98	704	912.388
2015-07-08 18:00:00	22.515	794.51	945.083	984.878	873	962.082
2015-07-08 19:00:00	22.345	928.457	1018.06	986.32	909	956.467
2015-07-08 20:00:00	28.159	785.15	910.96	932.19	723	889.722
2015-07-08 21:00:00	37.242	664.218	814.138	826.487	669	761.755
2015-07-08 22:00:00	47.621	534.988	651.512	677.211	589	601.898
2015-07-08 23:00:00	58.397	358.538	462.502	496.298	245	413.125
2015-07-09 00:00:00	69.123	233.145	287.075	300.415	246	257.5
2015-07-09 01:00:00	79.454	71.015	101.765	116.837	94	79.625
2015-07-09 02:00:00	89.035	8.88	11.89	8.374	0	3.875
2015-07-09 03:00:00	97.958	0	0	0	0	0
2015-07-09 04:00:00	105.212	0	0	0	0	0
2015-07-09 05:00:00	110.512	0	0	0	0	0
2015-07-09 06:00:00	113.367	0	0	0	0	0
2015-07-09 07:00:00	113.45	0	0	0	0	0
2015-07-09 08:00:00	110.749	0	0	0	0	0
2015-07-09 09:00:00	105.578	0	0	0	0	0
2015-07-09 10:00:00	98.425	0	0	0	0	0
2015-07-09 11:00:00	89.59	8.065	5.628	6.086	0	0.625
2015-07-09 12:00:00	80.038	87.303	109.36	107.506	103	132.25
2015-07-09 13:00:00	69.743	244.493	291.195	288.877	270	307.875
2015-07-09 14:00:00	59.036	430.785	485.745	484.903	454	491.375
2015-07-09 15:00:00	48.259	610.452	633.797	667.118	628	650.29
2015-07-09 16:00:00	37.853	757.598	696.172	818.488	774	796.458
2015-07-09 17:00:00	28.679	858.1	785.582	926.83	881	895.486
2015-07-09 18:00:00	22.637	655.78	794.51	983.91	800	955.478
2015-07-09 19:00:00	22.451	418.888	928.457	985.492	693	955.694
2015-07-09 20:00:00	28.235	832.59	785.15	931.449	888	900.73
2015-07-09 21:00:00	37.3	577.108	664.218	825.774	791	782.725
2015-07-09 22:00:00	47.671	640.33	534.988	676.465	649	649.905
2015-07-09 23:00:00	58.447	354.658	358.538	495.47	477	473.5
2015-07-10 00:00:00	69.173	245.81	233.145	299.488	293	281.125
2015-07-10 01:00:00	79.511	80.282	71.015	115.937	120	104.125
2015-07-10 02:00:00	89.11	5.945	8.88	8.098	0	3.75
2015-07-10 03:00:00	98.037	0	0	0	0	0
2015-07-10 04:00:00	105.302	0	0	0	0	0
2015-07-10 05:00:00	110.617	0	0	0	0	0
2015-07-10 06:00:00	113.484	0	0	0	0	0
2015-07-10 07:00:00	113.574	0	0	0	0	0
2015-07-10 08:00:00	110.876	0	0	0	0	0
2015-07-10 09:00:00	105.702	0	0	0	0	0
2015-07-10 10:00:00	98.544	0	0	0	0	0
2015-07-10 11:00:00	89.709	2.395	8.065	5.671	0	0
2015-07-10 12:00:00	80.145	59.178	87.303	105.829	104	129.25
2015-07-10 13:00:00	69.848	248.973	244.493	286.951	269	303
2015-07-10 14:00:00	59.139	435.262	430.785	483.083	450	483.5
2015-07-10 15:00:00	48.363	605.65	610.452	665.492	619	651.396
2015-07-10 16:00:00	37.963	748.058	757.598	817.08	760	789.231
2015-07-10 17:00:00	28.8	857.29	858.1	925.632	862	888.299
2015-07-10 18:00:00	22.765	888.078	655.78	982.892	919	938.881
2015-07-10 19:00:00	22.564	815.413	418.888	984.608	824	937.913
2015-07-10 20:00:00	28.319	640.445	832.59	930.642	777	882.525
2015-07-10 21:00:00	37.364	464.558	577.108	824.985	439	721.724
2015-07-10 22:00:00	47.725	487.098	640.33	675.633	501	572.589
2015-07-10 23:00:00	58.5	315.125	354.658	494.547	315	358.75
2015-07-11 00:00:00	69.23	173.207	245.81	298.463	221	196.25
2015-07-11 01:00:00	79.574	129.29	80.282	114.95	94	60
2015-07-11 02:00:00	89.177	12.45	5.945	7.801	0	3.125
2015-07-11 03:00:00	98.12	0	0	0	0	0
2015-07-11 04:00:00	105.4	0	0	0	0	0
2015-07-11 05:00:00	110.729	0	0	0	0	0
2015-07-11 06:00:00	113.607	0	0	0	0	0
2015-07-11 07:00:00	113.704	0	0	0	0	0
2015-07-11 08:00:00	111.007	0	0	0	0	0
2015-07-11 09:00:00	105.831	0	0	0	0	0
2015-07-11 10:00:00	98.668	0	0	0	0	0
2015-07-11 11:00:00	89.819	0.79	2.395	5.26	0	0
2015-07-11 12:00:00	80.256	29.6	59.178	104.108	91	30.375
2015-07-11 13:00:00	69.956	80.168	248.973	284.967	101	91.375
2015-07-11 14:00:00	59.246	145.787	435.262	481.211	177	173
2015-07-11 15:00:00	48.471	287.988	605.65	663.821	205	279.657
2015-07-11 16:00:00	38.076	448.005	748.058	815.629	566	425.341
2015-07-11 17:00:00	28.924	768.552	857.29	924.386	854	602.672
2015-07-11 18:00:00	22.898	937.497	888.078	981.822	921	899.217
2015-07-11 19:00:00	22.683	883.07	815.413	983.664	926	879.993
2015-07-11 20:00:00	28.41	846.84	640.445	929.769	877	786.069
2015-07-11 21:00:00	37.434	720.045	464.558	824.119	780	763.82
2015-07-11 22:00:00	47.785	614.037	487.098	674.716	639	603.268
2015-07-11 23:00:00	58.557	445.675	315.125	493.531	470	358.25
2015-07-12 00:00:00	69.29	268.708	173.207	297.337	290	273.375
2015-07-12 01:00:00	79.641	102.84	129.29	113.878	120	98
2015-07-12 02:00:00	89.263	9.347	12.45	7.488	0	2.875
2015-07-12 03:00:00	98.211	0	0	0	0	0
2015-07-12 04:00:00	105.504	0	0	0	0	0
2015-07-12 05:00:00	110.847	0	0	0	0	0
2015-07-12 06:00:00	113.737	0	0	0	0	0
2015-07-12 07:00:00	113.841	0	0	0	0	0
2015-07-12 08:00:00	111.146	0	0	0	0	0
2015-07-12 09:00:00	105.966	0	0	0	0	0
2015-07-12 10:00:00	98.797	0	0	0	0	0
2015-07-12 11:00:00	89.946	4.015	0.79	4.854	0	0
2015-07-12 12:00:00	80.371	38.338	29.6	102.351	112	64.75
2015-07-12 13:00:00	70.066	94.025	80.168	282.935	129	174.25
2015-07-12 14:00:00	59.355	188.738	145.787	479.29	229	413.5
2015-07-12 15:00:00	48.581	469.692	287.988	662.101	632	648.465
2015-07-12 16:00:00	38.193	760.728	448.005	814.131	772	787.602
2015-07-12 17:00:00	29.053	881.587	768.552	923.094	872	883.948
2015-07-12 18:00:00	23.037	938.047	937.497	980.7	928	935.988
2015-07-12 19:00:00	22.809	926.145	883.07	982.664	928	932.964
2015-07-12 20:00:00	28.506	830.437	846.84	928.828	875	856.75
2015-07-12 21:00:00	37.51	717.143	720.045	823.176	775	321.093
2015-07-12 22:00:00	47.851	607.568	614.037	673.711	637	625.498
2015-07-12 23:00:00	58.623	447.013	445.675	492.418	472	448.875
2015-07-13 00:00:00	69.358	254.377	268.708	296.111	294	262.5
2015-07-13 01:00:00	79.714	100.713	102.84	112.723	123	98.75
2015-07-13 02:00:00	89.342	8.722	9.347	7.158	0	2.5
2015-07-13 03:00:00	98.307	0	0	0	0	0
2015-07-13 04:00:00	105.616	0	0	0	0	0
2015-07-13 05:00:00	110.971	0	0	0	0	0
2015-07-13 06:00:00	113.873	0	0	0	0	0
2015-07-13 07:00:00	113.983	0	0	0	0	0
2015-07-13 08:00:00	111.288	0	0	0	0	0
2015-07-13 09:00:00	106.104	0	0	0	0	0
2015-07-13 10:00:00	98.928	0	0	0	0	0
2015-07-13 11:00:00	90.076	4.81	4.015	4.451	0	0
2015-07-13 12:00:00	80.487	98.882	38.338	100.556	113	125.25
2015-07-13 13:00:00	70.181	265.728	94.025	280.852	289	299.125
2015-07-13 14:00:00	59.473	471.268	188.738	477.32	473	481.625
2015-07-13 15:00:00	48.694	628.898	469.692	660.337	641	651.873
2015-07-13 16:00:00	38.312	766.935	760.728	812.586	780	793.822
2015-07-13 17:00:00	29.185	871.318	881.587	921.755	880	898.711
2015-07-13 18:00:00	23.182	932.672	938.047	979.527	945	953.624
2015-07-13 19:00:00	22.942	938.808	926.145	981.603	947	953.206
2015-07-13 20:00:00	28.61	878.118	830.437	927.819	895	897.865
2015-07-13 21:00:00	37.591	763.238	717.143	822.155	793	791.54
2015-07-13 22:00:00	47.923	605.168	607.568	672.616	650	646.153
2015-07-13 23:00:00	58.693	459.285	447.013	491.207	478	470.75
2015-07-14 00:00:00	69.43	262.618	254.377	294.785	295	279
2015-07-14 01:00:00	79.793	101.162	100.713	111.484	121	99.25
2015-07-14 02:00:00	89.438	9.23	8.722	6.814	0	2
2015-07-14 03:00:00	98.409	0	0	0	0	0
2015-07-14 04:00:00	105.732	0	0	0	0	0
2015-07-14 05:00:00	111.103	0	0	0	0	0
2015-07-14 06:00:00	114.016	0	0	0	0	0
2015-07-14 07:00:00	114.132	0	0	0	0	0
2015-07-14 08:00:00	111.437	0	0	0	0	0
2015-07-14 09:00:00	106.248	0	0	0	0	0
2015-07-14 10:00:00	99.065	0	0	0	0	0
2015-07-14 11:00:00	90.209	5.493	4.81	4.053	0	0
2015-07-14 12:00:00	80.608	93.937	98.882	98.729	110	122.75
2015-07-14 13:00:00	70.296	252.617	265.728	278.72	281	297
2015-07-14 14:00:00	59.581	445.827	471.268	475.302	464	479.25
2015-07-14 15:00:00	48.809	620.423	628.898	658.525	636	648.006
2015-07-14 16:00:00	38.436	773.208	766.935	810.996	779	786.145
2015-07-14 17:00:00	29.322	860.15	871.318	920.368	881	887.172
2015-07-14 18:00:00	23.332	922.638	932.672	978.3	935	939.882
2015-07-14 19:00:00	23.081	916.24	938.808	980.483	936	937.32
2015-07-14 20:00:00	28.72	661.862	878.118	926.743	885	879.484
2015-07-14 21:00:00	37.679	732.488	763.238	821.055	783	773.828
2015-07-14 22:00:00	48.001	603.382	605.168	671.436	641	632.566
2015-07-14 23:00:00	58.766	357.982	459.285	489.9	470	460.5
2015-07-15 00:00:00	69.509	261.672	262.618	293.359	288	270.875
2015-07-15 01:00:00	79.877	94.36	101.162	110.161	118	93.625
2015-07-15 02:00:00	89.54	6.858	9.23	6.456	0	1.5
2015-07-15 03:00:00	98.519	0	0	0	0	0
2015-07-15 04:00:00	105.855	0	0	0	0	0
2015-07-15 05:00:00	111.24	0	0	0	0	0
2015-07-15 06:00:00	114.165	0	0	0	0	0
2015-07-15 07:00:00	114.287	0	0	0	0	0
2015-07-15 08:00:00	111.591	0	0	0	0	0
2015-07-15 09:00:00	106.396	0	0	0	0	0
2015-07-15 10:00:00	99.205	0	0	0	0	0
2015-07-15 11:00:00	90.345	11.003	5.493	3.664	0	0
2015-07-15 12:00:00	80.731	79.992	93.937	96.869	69	107.625
2015-07-15 13:00:00	70.415	142.905	252.617	276.54	128	219.75
2015-07-15 14:00:00	59.697	175.205	445.827	473.237	252	394
2015-07-15 15:00:00	48.928	239.09	620.423	656.671	285	562.196
2015-07-15 16:00:00	38.562	357.37	773.208	809.363	372	585.369
2015-07-15 17:00:00	29.462	293.933	860.15	918.932	356	537.77
2015-07-15 18:00:00	23.487	257.403	922.638	977.021	405	535.378
2015-07-15 19:00:00	23.228	334.718	916.24	979.302	443	351.79
2015-07-15 20:00:00	28.835	624.903	661.862	925.597	699	198.068
2015-07-15 21:00:00	37.773	761.105	732.488	819.876	642	134.952
2015-07-15 22:00:00	48.084	658.868	603.382	670.165	617	87.042
2015-07-15 23:00:00	58.847	466.357	357.982	488.495	451	36
2015-07-16 00:00:00	69.592	226.945	261.672	291.831	273	157.125
2015-07-16 01:00:00	79.967	87.758	94.36	108.757	108	74.25
2015-07-16 02:00:00	89.636	8.215	6.858	6.089	0	0.75
2015-07-16 03:00:00	98.633	0	0	0	0	0
2015-07-16 04:00:00	105.984	0	0	0	0	0
2015-07-16 05:00:00	111.384	0	0	0	0	0
2015-07-16 06:00:00	114.319	0	0	0	0	0
2015-07-16 07:00:00	114.447	0	0	0	0	0
2015-07-16 08:00:00	111.749	0	0	0	0	0
2015-07-16 09:00:00	106.549	0	0	0	0	0
2015-07-16 10:00:00	99.348	0	0	0	0	0
2015-07-16 11:00:00	90.484	1.088	11.003	3.285	0	0
2015-07-16 12:00:00	80.857	23.875	79.992	94.98	62	16.25
2015-07-16 13:00:00	70.537	40.585	142.905	274.312	77	71.25
2015-07-16 14:00:00	59.816	55.193	175.205	471.126	86	213.875
2015-07-16 15:00:00	49.049	104.028	239.09	654.771	138	547.437
2015-07-16 16:00:00	38.691	254.007	357.37	807.683	260	749.53
2015-07-16 17:00:00	29.608	208.095	293.933	917.45	233	828.664
2015-07-16 18:00:00	23.648	432.008	257.403	975.689	531	910.601
2015-07-16 19:00:00	23.379	536.718	334.718	978.061	671	920.673
2015-07-16 20:00:00	28.958	791.762	624.903	924.38	868	867.753
2015-07-16 21:00:00	37.872	673.225	761.105	818.618	773	767.64
2015-07-16 22:00:00	48.172	574.495	658.868	668.802	634	628.081
2015-07-16 23:00:00	58.933	419.825	466.357	486.99	465	455.5
2015-07-17 00:00:00	69.681	214.06	226.945	290.203	284	265
2015-07-17 01:00:00	80.063	35.365	87.758	107.272	113	91.125
2015-07-17 02:00:00	89.759	28.445	8.215	5.709	0	0.5
2015-07-17 03:00:00	98.754	0	0	0	0	0
2015-07-17 04:00:00	106.12	0	0	0	0	0
2015-07-17 05:00:00	111.534	0	0	0	0	0
2015-07-17 06:00:00	114.481	0	0	0	0	0
2015-07-17 07:00:00	114.613	0	0	0	0	0
2015-07-17 08:00:00	111.915	0	0	0	0	0
2015-07-17 09:00:00	106.706	0	0	0	0	0
2015-07-17 10:00:00	99.496	0	0	0	0	0
2015-07-17 11:00:00	90.627	4.66	1.088	2.915	0	0
2015-07-17 12:00:00	80.985	91.975	23.875	93.062	108	119.5
2015-07-17 13:00:00	70.66	256.2	40.585	272.043	281	295.125
2015-07-17 14:00:00	59.938	446.993	55.193	468.972	462	478.625
2015-07-17 15:00:00	49.173	622.582	104.028	652.826	629	647.318
2015-07-17 16:00:00	38.823	766.015	254.007	805.96	768	784.901
2015-07-17 17:00:00	29.757	867.85	208.095	915.919	870	881.109
2015-07-17 18:00:00	23.815	922.282	432.008	974.303	928	930.074
2015-07-17 19:00:00	23.538	924.943	536.718	976.758	930	930.498
2015-07-17 20:00:00	29.088	862.958	791.762	923.091	880	876.374
2015-07-17 21:00:00	37.978	760.27	673.225	817.277	779	773.046
2015-07-17 22:00:00	48.267	617.417	574.495	667.348	637	629.425
2015-07-17 23:00:00	59.026	439.522	419.825	485.386	465	455.625
2015-07-18 00:00:00	69.775	254.203	214.06	288.473	283	265.375
2015-07-18 01:00:00	80.164	89.963	35.365	105.707	113	89.625
2015-07-18 02:00:00	89.868	5.258	28.445	5.324	0	0.125
2015-07-18 03:00:00	98.88	0	0	0	0	0
2015-07-18 04:00:00	106.262	0	0	0	0	0
2015-07-18 05:00:00	111.691	0	0	0	0	0
2015-07-18 06:00:00	114.648	0	0	0	0	0
2015-07-18 07:00:00	114.785	0	0	0	0	0
2015-07-18 08:00:00	112.084	0	0	0	0	0
2015-07-18 09:00:00	106.867	0	0	0	0	0
2015-07-18 10:00:00	99.648	0	0	0	0	0
2015-07-18 11:00:00	90.761	1.155	4.66	2.555	0	0
2015-07-18 12:00:00	81.116	87.88	91.975	91.121	101	111.625
2015-07-18 13:00:00	70.787	252.643	256.2	269.726	274	282.25
2015-07-18 14:00:00	60.063	439.927	446.993	466.772	460	461.375
2015-07-18 15:00:00	49.3	612.882	622.582	650.84	631	625.375
2015-07-18 16:00:00	38.959	753.113	766.015	804.193	774	766.825
2015-07-18 17:00:00	29.91	858.878	867.85	914.34	876	868.963
2015-07-18 18:00:00	23.986	920.565	922.282	972.863	928	913.396
2015-07-18 19:00:00	23.703	928.59	924.943	975.393	929	925.385
2015-07-18 20:00:00	29.223	857.812	862.958	921.733	879	873.871
2015-07-18 21:00:00	38.091	639.278	760.27	815.855	785	773.134
2015-07-18 22:00:00	48.367	635.337	617.417	665.803	646	632.316
2015-07-18 23:00:00	59.122	442.97	439.522	483.683	476	459.75
2015-07-19 00:00:00	69.875	266.56	254.203	286.64	291	270.125
2015-07-19 01:00:00	80.27	99.86	89.963	104.064	116	91
2015-07-19 02:00:00	89.992	6.762	5.258	4.934	0	0
2015-07-19 03:00:00	99.012	0	0	0	0	0
2015-07-19 04:00:00	106.41	0	0	0	0	0
2015-07-19 05:00:00	111.853	0	0	0	0	0
2015-07-19 06:00:00	114.821	0	0	0	0	0
2015-07-19 07:00:00	114.963	0	0	0	0	0
2015-07-19 08:00:00	112.257	0	0	0	0	0
2015-07-19 09:00:00	107.033	0	0	0	0	0
2015-07-19 10:00:00	99.803	0	0	0	0	0
2015-07-19 11:00:00	90.91	3.373	1.155	2.221	0	0
2015-07-19 12:00:00	81.249	89.658	87.88	89.14	100	114.375
2015-07-19 13:00:00	70.915	245.987	252.643	267.365	272	290.625
2015-07-19 14:00:00	60.188	336.002	439.927	464.529	353	475
2015-07-19 15:00:00	49.428	620.495	612.882	648.809	630	645.642
2015-07-19 16:00:00	39.097	763.355	753.113	802.38	776	784.22
2015-07-19 17:00:00	30.067	869.727	858.878	912.713	882	884.293
2015-07-19 18:00:00	24.163	928.042	920.565	971.368	940	935.677
2015-07-19 19:00:00	23.875	932.06	928.59	973.965	941	932.93
2015-07-19 20:00:00	29.365	842.638	857.812	920.299	888	876.831
2015-07-19 21:00:00	38.209	762.38	639.278	814.349	784	769.638
2015-07-19 22:00:00	48.473	617.518	635.337	664.166	560	626.114
2015-07-19 23:00:00	59.225	422.232	442.97	481.88	394	448.125
2015-07-20 00:00:00	69.981	224.855	266.56	284.706	278	267.375
2015-07-20 01:00:00	80.383	98.732	99.86	102.343	110	88.75
2015-07-20 02:00:00	90.109	6.715	6.762	4.537	0	0
2015-07-20 03:00:00	99.152	0	0	0	0	0
2015-07-20 04:00:00	106.564	0	0	0	0	0
2015-07-20 05:00:00	112.022	0	0	0	0	0
2015-07-20 06:00:00	115.001	0	0	0	0	0
2015-07-20 07:00:00	115.146	0	0	0	0	0
2015-07-20 08:00:00	112.438	0	0	0	0	0
2015-07-20 09:00:00	107.204	0	0	0	0	0
2015-07-20 10:00:00	99.963	0	0	0	0	0
2015-07-20 11:00:00	91.061	0	3.373	1.914	0	0
2015-07-20 12:00:00	81.385	36.68	89.658	87.126	55	108.25
2015-07-20 13:00:00	71.046	178.492	245.987	264.967	278	277.25
2015-07-20 14:00:00	60.317	398.945	336.002	462.244	396	464.75
2015-07-20 15:00:00	49.559	620.582	620.495	646.737	641	637.469
2015-07-20 16:00:00	39.238	773.583	763.355	800.524	794	781.475
2015-07-20 17:00:00	30.228	885.262	869.727	911.038	904	889.168
2015-07-20 18:00:00	24.345	857.48	928.042	969.818	956	948.368
2015-07-20 19:00:00	24.051	839.08	932.06	972.473	955	950.417
2015-07-20 20:00:00	29.513	688.55	842.638	918.794	901	901.122
2015-07-20 21:00:00	38.332	601.607	762.38	812.759	798	795.941
2015-07-20 22:00:00	48.585	497.12	617.518	662.435	654	647.362
2015-07-20 23:00:00	59.333	470.623	422.232	479.977	480	467.125
2015-07-21 00:00:00	70.092	270.687	224.855	282.672	294	272.375
2015-07-21 01:00:00	80.499	96.952	98.732	100.547	117	89.875
2015-07-21 02:00:00	90.244	5.962	6.715	4.141	0	0
2015-07-21 03:00:00	99.296	0	0	0	0	0
2015-07-21 04:00:00	106.724	0	0	0	0	0
2015-07-21 05:00:00	112.197	0	0	0	0	0
2015-07-21 06:00:00	115.187	0	0	0	0	0
2015-07-21 07:00:00	115.335	0	0	0	0	0
2015-07-21 08:00:00	112.622	0	0	0	0	0
2015-07-21 09:00:00	107.378	0	0	0	0	0
2015-07-21 10:00:00	100.125	0	0	0	0	0
2015-07-21 11:00:00	91.216	2.98	0	1.633	0	0
2015-07-21 12:00:00	81.523	89.092	36.68	85.079	105	113.375
2015-07-21 13:00:00	71.18	265.59	178.492	262.526	284	292.25
2015-07-21 14:00:00	60.447	456.088	398.945	459.917	474	480
2015-07-21 15:00:00	49.693	639.02	620.582	644.623	651	654.161
2015-07-21 16:00:00	39.383	786.805	773.583	798.623	799	796.34
2015-07-21 17:00:00	30.392	891.938	885.262	909.314	905	899.762
2015-07-21 18:00:00	24.532	946.363	857.48	968.213	959	953.163
2015-07-21 19:00:00	24.235	956.68	839.08	970.917	959	951.297
2015-07-21 20:00:00	29.668	890.858	688.55	917.215	905	894.844
2015-07-21 21:00:00	38.462	781.2	601.607	811.086	797	788.222
2015-07-21 22:00:00	48.702	636.003	497.12	660.61	594	640.286
2015-07-21 23:00:00	59.448	452.967	470.623	477.971	468	460.25
2015-07-22 00:00:00	70.209	248.97	270.687	280.535	277	257.875
2015-07-22 01:00:00	80.623	85.487	96.952	98.68	106	66.25
2015-07-22 02:00:00	90.385	3.518	5.962	3.745	0	0
2015-07-22 03:00:00	99.446	0	0	0	0	0
2015-07-22 04:00:00	106.89	0	0	0	0	0
2015-07-22 05:00:00	112.378	0	0	0	0	0
2015-07-22 06:00:00	115.378	0	0	0	0	0
2015-07-22 07:00:00	115.529	0	0	0	0	0
2015-07-22 08:00:00	112.811	0	0	0	0	0
2015-07-22 09:00:00	107.557	0	0	0	0	0
2015-07-22 10:00:00	100.29	0	0	0	0	0
2015-07-22 11:00:00	91.373	0.977	2.98	1.38	0	0
2015-07-22 12:00:00	81.664	34.697	89.092	83.005	38	57
2015-07-22 13:00:00	71.316	138.353	265.59	260.048	147	201.25
2015-07-22 14:00:00	60.582	265.763	456.088	457.552	243	455.625
2015-07-22 15:00:00	49.829	331.382	639.02	642.469	366	586.3
2015-07-22 16:00:00	39.53	566.858	786.805	796.679	348	759.315
2015-07-22 17:00:00	30.561	742.412	891.938	907.541	853	858.38
2015-07-22 18:00:00	24.723	936.832	946.363	966.552	910	923.934
2015-07-22 19:00:00	24.425	902.298	956.68	969.297	912	720.764
2015-07-22 20:00:00	29.829	775.717	890.858	915.561	861	380.73
2015-07-22 21:00:00	38.598	724.128	781.2	809.326	644	522.397
2015-07-22 22:00:00	48.825	637.955	636.003	658.69	624	623.494
2015-07-22 23:00:00	59.568	438.848	452.967	475.865	456	449.125
2015-07-23 00:00:00	70.33	247.707	248.97	278.297	276	257.125
2015-07-23 01:00:00	80.751	88.122	85.487	96.742	105	82.625
2015-07-23 02:00:00	90.53	5.078	3.518	3.352	0	0
2015-07-23 03:00:00	99.602	0	0	0	0	0
2015-07-23 04:00:00	107.062	0	0	0	0	0
2015-07-23 05:00:00	112.566	0	0	0	0	0
2015-07-23 06:00:00	115.576	0	0	0	0	0
2015-07-23 07:00:00	115.728	0	0	0	0	0
2015-07-23 08:00:00	113.005	0	0	0	0	0
2015-07-23 09:00:00	107.74	0	0	0	0	0
2015-07-23 10:00:00	100.459	0	0	0	0	0
2015-07-23 11:00:00	91.533	3.053	0.977	1.152	0	0
2015-07-23 12:00:00	81.807	83.058	34.697	80.905	89	103.875
2015-07-23 13:00:00	71.453	240.06	138.353	257.532	257	276
2015-07-23 14:00:00	60.716	423.372	265.763	455.143	439	457.5
2015-07-23 15:00:00	49.967	592.208	331.382	640.271	611	626.098
